;subject;minutes_elapsed;cost_function;tau;slope_wordreps;slope_Typefrequenz_absolut;slope_Nachbarn_mittel_absolut;slope_Typelaenge_Zeichen;slope_baysur;regr_intercept;baysur_pval;resid_var
10;11;1.7;471766.9341338103;8.45;3.4067579138893747;1.6701438225039777;-2.175137084353357;-2.256739660559046;-6.635925616844413;-3.0113192840682275;0.06226062612645953;157.25564471127024
11;12;1.7;517145.3232868503;8.45;2.009707692777159;0.8197932780363872;0.9230709348399299;-1.0209372631402636;-2.900506282267444;-0.041569257839845664;0.46588244933208667;172.49677227713482
12;13;1.7166666666666666;300106.994392747;8.45;-0.07084757472930737;-2.0201596380522258;2.3836815673967147;0.8326389166826847;-6.0601168908865795;0.7976111541351973;0.058521828520691564;100.57204905923179
13;14;1.7166666666666666;369652.9509056435;8.45;0.600795853358409;3.7221866280385454;-3.551421193833801;-1.8243973071054973;-11.587676904622422;-0.3901674714058162;0.004997571002739159;123.2176503018811
14;15;1.7166666666666666;374845.2521610404;8.45;-2.0602057908096434;-0.970390375320946;0.20366546304120092;2.1692705202497184;-0.7514495257710833;1.5649172303615493;0.8233791416799501;124.94841738701363
15;16;1.6833333333333333;355819.6686914893;8.45;-0.700290044939964;1.1068645600595728;-0.1573306462022609;-0.8925925572330591;-6.375980174173231;-1.6976338801388635;0.1162867436955957;126.13245965667817
16;17;1.6833333333333333;409855.27276031213;8.45;2.9677648796717246;-1.0032461419637544;0.44016251961383634;1.6974661399564501;0.6821600278060791;-0.14160973670710278;0.8318549299759305;140.8437363437494
17;18;1.8333333333333333;375070.01629259833;8.45;-1.0993290390782255;2.1183129158328473;-0.4693047134039952;1.4594531437178668;4.606170415748352;1.4383000270746402;0.15755373235381118;134.04932676647553
18;19;1.85;325005.1168389244;8.45;2.969664349011885;-1.141233606778744;0.7425858941617014;0.15261328504526483;-7.457679070999094;-3.165130409361664;0.019535041961630317;108.37116266719724
19;20;1.8;372882.25091136084;8.45;-1.9024496183097344;-0.9473941367338323;-1.6161530864943892;-1.8756747454763123;1.0876980905439038;3.623440155771962;0.7454030149827915;124.33552881339145
20;21;1.8166666666666667;426952.48965762067;8.45;0.7982952603281807;1.7270894461193884;-0.21689106091872146;-0.331915935599498;-2.874518824440543;-0.9722195987689504;0.3763645297475473;142.6503473630538
21;22;1.7666666666666666;380015.05363429425;8.45;0.3751725268025235;-1.484433764885352;-1.1098715245745532;-1.0195943159264287;5.371253041898215;-0.9005661922531378;0.12495501186538008;127.22298414271712
22;23;1.85;131401.7912707038;8.45;-0.676772861244362;-0.8600915566593663;1.5151602301712779;1.0962486309270323;-1.1090316015351291;-1.031658005078942;0.5212848820901178;43.81520215762042
23;24;1.8333333333333333;485709.2415649549;8.45;0.11753467520463268;2.3427891178451388;-0.15595847368657664;0.11713163051652495;-4.0301593319591476;-0.9494076853715074;0.32092393229260335;162.44456239630597
24;25;1.9166666666666667;581769.2132976892;8.45;1.5509882470728584;2.304090291539163;-1.1837440920239561;-3.2257961896288645;-4.006940746971186;0.21033870952728378;0.3355197100600853;194.24681579221723
25;26;1.8166666666666667;360395.47452148783;8.45;-0.5945521278436299;0.9960351493119151;-1.234414684516315;-1.3840611252574664;0.1406423438274773;1.1057473400797204;0.9698280736013225;120.13182484049602
26;27;1.7333333333333334;350286.32222522504;8.45;-2.0357831731159166;1.717560766535287;-2.818223082739249;-4.549396507160889;-2.826604333531452;5.079378729796938;0.3563087645627818;117.23103153454683
27;28;1.9;616156.1447447048;8.45;1.2389676651382322;0.4368841240295175;-4.089323580930297;-3.790684227673524;-0.0965349724927036;-0.6004563717824645;0.9815172542538315;205.93454035585026
28;29;1.8166666666666667;2903354.631664972;8.45;-4.419646124822057;-3.434027963286259;1.9109856861473393;3.036575466759387;13.349730803657254;-3.928665298237865;0.20631264265946145;1013.0337165613992
29;30;0.85;473871.9407459844;8.45;-0.8744744436955223;-1.7469865289255817;0.20844244915786314;-2.527394323334564;-4.148436183518316;3.2235938708236516;0.5012477403912826;237.6489171243655
30;31;1.7166666666666666;215973.7043601117;8.45;-0.13298553267552007;0.9395692673932854;0.3723110097268625;-0.41625137896881326;-3.2829689890566884;-0.618272210939844;0.19597495031548773;72.01523986665931
31;32;1.8166666666666667;277436.74844670243;8.45;0.04025543043904739;-1.2725622471929583;1.4881239185776765;0.6412400591048959;-2.6635375471286826;1.0045871799685906;0.2717220373334589;93.69697684792382
32;33;1.9;336989.80844621925;8.45;1.6847262137209909;-0.4886014071711205;-1.5728054539242473;-2.754796444083877;-3.6054587235054614;1.2763452124085886;0.31307290340824717;112.36739194605485
33;34;1.9;1880525.5836332645;8.45;-8.48913468805133;3.0336829841832853;-1.6254238600787092;0.9322285641172348;3.7579151732297595;2.7918780045232063;0.51430320080356;656.149889613841
34;35;1.9166666666666667;365709.2403324315;8.45;1.8367604448616497;-0.9724456846398034;0.2914997865816992;-1.8867580673511655;-1.7370742070247447;0.47949907647737944;0.5934908070601519;121.98440304617493
35;36;1.9;497683.4313063428;8.45;1.0255353174725497;0.24857087353460605;0.17183460522316785;-1.4229213834805736;-1.568266771243407;-1.9117131932107108;0.6991952490242916;166.44930812921234
36;37;1.9166666666666667;405104.3667280988;8.45;0.8983999934982159;2.015164614277499;-2.919004907825416;-2.3294947982530436;-1.7950703795157281;0.9914688541510495;0.553230271252004;135.26022261372256
37;38;1.8333333333333333;385612.3368318938;8.45;1.2844055179064964;-0.6053134274278107;-0.5917287416001249;-2.572564472165584;-2.351086727802097;-2.07581650428803;0.27377836401389033;128.96733673307506
38;39;1.7833333333333334;658237.0583548751;8.45;-5.896540456552989;0.12315276924088392;-2.360616310852738;-1.09513180574926;-7.325362163058138;6.814635939142301;0.07572793273971562;224.57763846976275
39;40;1.8833333333333333;2221005.137482495;8.45;-6.14770607914592;-5.55273293057497;3.8823009676298676;4.145268998198848;12.952605392098928;1.4209894101152647;0.07753292059139821;753.3938729587819
