;subject;minutes_elapsed;cost_function;tau;slope_wordreps;slope_Typefrequenz_absolut;slope_Nachbarn_mittel_absolut;slope_Typelaenge_Zeichen;slope_baysur;regr_intercept;sigmasqr
19;20;1.6666666666666667;372882.25091136096;8.45;-1.9024496183097428;-0.9473941367338504;-1.6161530864943694;-1.8756747454763112;1.0876980905439046;3.6234401557719638;124.33552881339145
20;21;1.6833333333333333;426952.48965762;8.45;0.7982952603281828;1.727089446119388;-0.2168910609187263;-0.3319159355994956;-2.874518824440555;-0.972219598768949;142.6503473630538
21;22;1.7;380015.0536342961;8.45;0.3751725268025253;-1.4844337648853538;-1.1098715245745514;-1.0195943159264238;5.371253041898213;-0.9005661922531406;127.22298414271715
22;23;1.7;131401.79127070366;8.45;-0.6767728612443613;-0.8600915566593692;1.5151602301712772;1.0962486309270294;-1.1090316015351542;-1.0316580050789426;43.815202157620426
23;24;1.6666666666666667;485709.2415649548;8.45;0.11753467520463125;2.3427891178451428;-0.15595847368658;0.11713163051652148;-4.030159331959157;-0.9494076853715055;162.44456239630597
24;25;1.6333333333333333;581769.2132976907;8.45;1.5509882470728487;2.3040902915391426;-1.1837440920239692;-3.2257961896288725;-4.006940746971207;0.21033870952729639;194.24681579221726
25;26;1.6833333333333333;360395.474521488;8.45;-0.5945521278436342;0.9960351493119204;-1.2344146845163189;-1.3840611252574673;0.14064234382747975;1.1057473400797233;120.13182484049598
26;27;1.65;350286.322225226;8.45;-2.0357831731159215;1.7175607665353003;-2.818223082739251;-4.549396507160907;-2.826604333531444;5.07937872979694;117.23103153454684
27;28;1.6666666666666667;616156.144744704;8.45;1.2389676651382402;0.4368841240295175;-4.089323580930294;-3.7906842276735233;-0.09653497249270326;-0.6004563717824667;205.93454035585026
28;29;1.65;2903354.63166497;8.45;-4.419646124822068;-3.4340279632862294;1.9109856861473005;3.036575466759363;13.349730803657227;-3.928665298237851;1013.0337165613992
29;30;0.7833333333333333;473871.9407459848;8.45;-0.8744744436955213;-1.746986528925584;0.20844244915785484;-2.52739432333457;-4.148436183518314;3.2235938708236502;237.64891712436548
30;31;1.6666666666666667;215973.70436011124;8.45;-0.13298553267551655;0.9395692673932503;0.3723110097268702;-0.4162513789688327;-3.2829689890566867;-0.6182722109398318;72.0152398666593
31;32;1.65;277436.7484467024;8.45;0.04025543043904579;-1.2725622471929587;1.4881239185776787;0.6412400591049022;-2.663537547128685;1.004587179968592;93.6969768479238
32;33;1.65;336989.80844621855;8.45;1.6847262137209817;-0.48860140717112355;-1.5728054539242546;-2.7547964440838753;-3.6054587235054596;1.2763452124085934;112.36739194605487
33;34;1.6666666666666667;1880525.5836332678;8.45;-8.48913468805137;3.033682984183346;-1.6254238600786732;0.9322285641171837;3.757915173229763;2.7918780045232348;656.1498896138409
34;35;1.6666666666666667;365709.24033243244;8.45;1.8367604448616446;-0.9724456846398086;0.2914997865816773;-1.8867580673511635;-1.737074207024742;0.479499076477387;121.98440304617493
35;36;1.6666666666666667;497683.43130634504;8.45;1.025535317472549;0.24857087353458618;0.17183460522317195;-1.422921383480561;-1.5682667712434064;-1.9117131932107185;166.4493081292124
36;37;1.6666666666666667;405104.366728099;8.45;0.8983999934982079;2.015164614277502;-2.9190049078254274;-2.329494798253052;-1.7950703795157255;0.9914688541510608;135.26022261372253
37;38;1.6833333333333333;385612.3368318944;8.45;1.2844055179064935;-0.6053134274278067;-0.5917287416001322;-2.572564472165599;-2.3510867278020973;-2.0758165042880226;128.96733673307506
38;39;1.65;658237.0583548747;8.45;-5.896540456553001;0.12315276924088181;-2.360616310852738;-1.0951318057492498;-7.3253621630581405;6.814635939142308;224.57763846976277
39;40;1.6833333333333333;2221005.137482489;8.45;-6.147706079145894;-5.5527329305749475;3.882300967629852;4.145268998198837;12.952605392098926;1.4209894101152685;753.3938729587819
